CustomerID,Gender,Age,MaritalStatus,Education,Income,Spent,CampaignChannel,CampaignType,Response,JoinDate,LastPurchaseDate
C0291,Male,55,Married,Master,44962,7868,Web Ads,Newsletter,0,2020-09-16,2020-09-29
C0292,Male,31,Single,High School,54606,5488,Email,Discount,0,2019-08-17,2020-04-06
C0293,Female,36,Married,Bachelor,46115,8475,Social Media,Loyalty Program,0,2019-09-07,2019-10-15
C0294,Male,58,Married,Master,56634,11292,Phone,Discount,1,2022-11-15,2023-09-22
C0295,Male,28,Single,PhD,52081,12144,Social Media,New Product,0,2020-12-21,2021-07-21
C0296,Female,54,Single,Bachelor,61326,14817,Web Ads,Discount,0,2021-09-06,2021-12-01
C0297,Female,32,Single,Bachelor,75121,3914,Web Ads,Discount,1,2019-07-01,2019-09-07
C0298,Male,34,Single,Bachelor,61069,15149,Email,Discount,0,2019-09-24,2020-04-16
C0299,Female,37,Married,Master,62435,11650,Web Ads,New Product,0,2021-09-30,2022-08-27
C0300,Male,70,Married,Master,44140,7888,Email,New Product,1,2019-10-08,2020-02-01
C0301,Male,52,Divorced,High School,57989,3075,Social Media,Discount,0,2021-08-19,2022-08-05
C0302,Female,25,Single,Bachelor,53673,11928,Social Media,Newsletter,0,2020-10-28,2020-11-15
C0303,Female,46,Married,Bachelor,70224,5554,Email,Discount,0,2022-01-11,2022-02-09
C0304,Female,42,Single,Master,48531,10553,Social Media,New Product,0,2022-04-24,2022-09-29
C0305,Female,46,Single,Bachelor,47090,2501,Social Media,Discount,0,2020-06-14,2020-07-10
C0306,Female,53,Single,Bachelor,64761,11604,Email,New Product,0,2022-10-03,2022-10-24
C0307,Female,65,Single,PhD,89701,12285,Phone,Loyalty Program,0,2020-02-27,2020-05-28
C0308,Male,57,Married,High School,57360,5171,Social Media,New Product,0,2021-09-07,2021-11-22
C0309,Female,33,Divorced,High School,62523,4471,Social Media,Discount,0,2020-03-29,2020-08-18
C0310,Male,55,Married,Bachelor,74220,10244,Email,Discount,1,2019-09-24,2019-11-25
C0311,Male,27,Single,Bachelor,67648,5050,Web Ads,Loyalty Program,0,2020-05-21,2020-12-22
C0312,Male,54,Single,High School,67747,9978,Web Ads,Discount,0,2022-03-11,2022-11-08
C0313,Male,38,Single,High School,58572,10252,Email,Discount,0,2019-11-12,2020-01-14
C0314,Female,49,Married,Bachelor,58863,12683,Email,Discount,0,2021-02-02,2021-04-20
C0315,Female,33,Married,Master,48672,9039,Web Ads,Discount,0,2022-06-09,2023-04-05
C0316,Female,39,Divorced,Bachelor,67295,4242,Social Media,Discount,0,2022-08-13,2023-08-01
C0317,Male,68,Single,Bachelor,66953,7464,Email,Newsletter,1,2021-06-16,2021-12-11
C0318,Male,44,Married,High School,70757,7613,Social Media,Loyalty Program,0,2021-08-10,2022-01-27
C0319,Male,59,Married,Master,52678,12274,Social Media,New Product,0,2021-05-24,2021-06-17
C0320,Male,43,Married,Master,72452,16197,Phone,Discount,0,2021-07-04,2022-01-20
C0321,Female,33,Married,Bachelor,77000,9550,Email,New Product,0,2019-01-22,2019-02-15
C0322,Female,45,Married,High School,41790,2684,Social Media,New Product,0,2020-01-19,2020-11-10
C0323,Female,57,Married,High School,55546,12710,Email,New Product,1,2022-02-23,2022-03-14
C0324,Male,42,Single,High School,77625,17670,Web Ads,Discount,1,2019-04-13,2019-06-18
C0325,Female,41,Married,Bachelor,50256,11104,Phone,Newsletter,0,2021-06-18,2022-01-12
C0326,Female,67,Single,Master,67931,14877,Phone,New Product,0,2021-01-02,2021-06-21
C0327,Female,38,Married,Master,60128,8781,Phone,Newsletter,1,2019-04-20,2020-01-17
C0328,Female,65,Married,Bachelor,64963,5553,Social Media,Discount,0,2023-02-04,2023-10-24
C0329,Male,70,Married,Master,60585,8814,Web Ads,Discount,0,2021-12-24,2022-05-01
C0330,Male,22,Divorced,Master,71192,10601,Email,Discount,1,2023-02-04,2023-05-04
C0331,Male,61,Married,High School,44677,6611,Web Ads,Loyalty Program,0,2020-10-31,2021-03-13
C0332,Female,38,Married,Bachelor,46300,7304,Email,Discount,0,2022-01-04,2022-11-22
C0333,Male,28,Married,Master,81967,8322,Social Media,Loyalty Program,0,2021-11-08,2022-01-28
C0334,Male,47,Married,Bachelor,91505,11277,Social Media,Loyalty Program,0,2020-01-19,2020-07-14
C0335,Male,39,Married,Master,59918,8199,Phone,Loyalty Program,0,2019-07-09,2020-04-27
C0336,Male,64,Married,PhD,85728,6534,Web Ads,Loyalty Program,0,2021-01-31,2021-03-17
C0337,Female,26,Married,Bachelor,48423,6831,Social Media,Loyalty Program,0,2019-12-26,2020-11-11
C0338,Female,33,Divorced,Master,52026,11034,Social Media,Loyalty Program,0,2021-05-24,2021-11-24
C0339,Female,28,Divorced,Master,81862,17650,Web Ads,Discount,0,2021-06-04,2021-12-29
C0340,Male,38,Married,Bachelor,72061,9534,Email,Loyalty Program,0,2023-01-15,2023-05-20
C0341,Female,66,Single,Bachelor,84096,12930,Web Ads,Newsletter,0,2019-03-20,2020-02-07
C0342,Female,33,Single,High School,67028,3802,Social Media,Discount,1,2020-08-18,2021-04-04
C0343,Male,57,Married,Bachelor,44811,8284,Social Media,Newsletter,0,2022-04-10,2022-06-24
C0344,Male,55,Single,Bachelor,63353,8294,Email,Discount,0,2022-05-20,2023-02-18
C0345,Male,59,Married,High School,78030,10853,Social Media,Discount,0,2021-06-04,2021-10-25
C0346,Female,36,Married,High School,58008,13036,Email,Discount,0,2021-10-11,2022-02-16
C0347,Female,49,Married,High School,55703,7930,Email,Discount,0,2023-01-08,2023-05-19
C0348,Male,28,Divorced,Master,67257,3647,Email,Loyalty Program,0,2019-05-29,2020-04-23
C0349,Male,52,Married,PhD,51607,4928,Social Media,Newsletter,0,2019-01-10,2019-04-16
C0350,Female,44,Married,PhD,64432,9350,Social Media,Loyalty Program,0,2021-03-02,2021-12-25
C0351,Female,33,Married,Bachelor,60952,8221,Web Ads,Newsletter,1,2021-12-14,2022-05-09
C0352,Female,30,Single,Master,52643,11690,Email,Discount,0,2021-05-21,2021-07-22
C0353,Female,54,Married,Master,74711,11836,Social Media,Discount,0,2019-06-29,2020-01-29
C0354,Male,60,Single,Bachelor,69689,13096,Social Media,New Product,1,2021-01-13,2022-01-05
C0355,Male,33,Divorced,Bachelor,54694,7868,Social Media,Loyalty Program,1,2020-01-16,2020-03-16
C0356,Female,49,Married,High School,59775,8244,Web Ads,Discount,0,2022-12-16,2023-11-17
C0357,Male,60,Single,Master,55930,7788,Social Media,Newsletter,0,2020-03-26,2020-05-14
C0358,Female,23,Married,Bachelor,50420,6664,Web Ads,New Product,0,2022-01-21,2022-10-07
C0359,Female,23,Married,Bachelor,34525,5445,Social Media,Newsletter,0,2022-12-07,2023-07-22
C0360,Female,47,Single,Bachelor,52742,5278,Social Media,Discount,0,2020-01-29,2020-08-04
C0361,Male,27,Divorced,Bachelor,50639,11556,Social Media,New Product,1,2021-08-22,2021-10-09
C0362,Female,21,Single,High School,61723,7197,Web Ads,Loyalty Program,0,2022-09-16,2023-03-27
C0363,Female,60,Single,Bachelor,66610,5295,Web Ads,Loyalty Program,0,2020-03-08,2020-10-27
C0364,Female,65,Married,High School,47967,3324,Social Media,Discount,0,2021-08-11,2022-01-31
C0365,Female,41,Married,Master,65602,3456,Web Ads,Newsletter,0,2022-04-01,2022-11-30
C0366,Male,60,Married,Bachelor,45656,6143,Email,Newsletter,1,2021-08-03,2022-02-21
C0367,Female,35,Married,Bachelor,58120,5086,Web Ads,Discount,0,2021-11-29,2022-03-03
C0368,Female,48,Married,Bachelor,50963,2768,Email,Discount,0,2021-02-04,2021-10-14
C0369,Male,68,Married,Bachelor,71192,10963,Email,New Product,0,2021-06-26,2021-12-25
C0370,Male,67,Single,Bachelor,61751,11485,Email,New Product,1,2019-03-26,2019-05-11
C0371,Male,49,Single,Bachelor,58347,3918,Web Ads,Loyalty Program,0,2021-02-22,2021-05-29
C0372,Male,31,Single,Master,50621,7197,Web Ads,Discount,1,2021-03-26,2021-08-11
C0373,Male,54,Single,Master,55067,10943,Web Ads,New Product,0,2022-01-19,2022-08-10
C0374,Female,30,Married,Master,87435,21610,Web Ads,New Product,0,2022-11-09,2023-10-03
C0375,Male,65,Single,High School,52483,9627,Social Media,Discount,0,2022-05-01,2022-06-22
C0376,Male,69,Single,Bachelor,67191,6649,Web Ads,New Product,0,2022-06-30,2022-12-15
C0377,Female,40,Single,Master,58310,11271,Web Ads,Discount,0,2022-06-21,2022-10-13
C0378,Male,40,Divorced,Bachelor,66762,11321,Social Media,Discount,1,2020-12-07,2021-08-02
C0379,Female,24,Divorced,High School,72554,6701,Email,New Product,0,2019-09-27,2020-05-10
C0380,Male,67,Married,Bachelor,54690,12043,Phone,Newsletter,0,2021-04-20,2022-01-18
C0381,Male,39,Divorced,High School,70646,9571,Web Ads,Discount,0,2021-11-08,2022-01-05
C0382,Female,56,Married,High School,101349,24566,Web Ads,Discount,0,2021-11-29,2022-11-25
C0383,Female,22,Married,PhD,68513,13331,Web Ads,Discount,0,2020-05-30,2020-10-09
C0384,Female,63,Single,Bachelor,84203,15064,Web Ads,Discount,0,2021-11-22,2022-09-30
C0385,Female,52,Married,High School,67215,13151,Web Ads,New Product,0,2020-03-25,2020-04-28
C0386,Female,28,Married,PhD,46020,6701,Phone,Loyalty Program,0,2020-11-15,2021-04-04
C0387,Male,28,Married,PhD,64135,9687,Phone,Discount,0,2020-09-16,2021-05-07
C0388,Male,23,Married,Bachelor,55044,12122,Email,Newsletter,0,2021-06-03,2021-09-19
C0389,Female,54,Married,High School,51060,9506,Social Media,Discount,0,2019-11-15,2020-11-10
C0390,Female,36,Married,Master,58911,13517,Social Media,Newsletter,1,2022-02-21,2022-12-17
C0391,Female,53,Divorced,Master,57678,13160,Web Ads,Newsletter,0,2022-10-27,2023-05-21
C0392,Male,43,Single,Bachelor,44101,10817,Social Media,New Product,0,2022-10-06,2023-02-01
C0393,Male,51,Married,Master,100626,19123,Email,Discount,0,2022-09-08,2023-08-31
C0394,Female,20,Married,Bachelor,72118,10850,Email,New Product,0,2020-05-02,2020-12-17
C0395,Male,27,Married,High School,63665,5300,Phone,New Product,0,2020-03-26,2020-12-24
C0396,Female,64,Married,Bachelor,61348,11722,Social Media,Newsletter,1,2019-12-19,2020-07-23
C0397,Female,42,Single,Bachelor,78035,8452,Social Media,New Product,0,2022-02-13,2023-01-07
C0398,Male,66,Married,Master,91133,9713,Email,New Product,0,2021-08-12,2021-11-11
C0399,Female,59,Single,Bachelor,70276,6862,Social Media,Loyalty Program,0,2021-11-02,2021-12-06
C0400,Female,31,Married,High School,61817,13910,Email,Newsletter,0,2019-11-16,2020-05-29
C0401,Male,31,Married,Bachelor,82089,18354,Social Media,New Product,0,2022-04-03,2022-04-20
C0402,Female,65,Married,Bachelor,62135,10947,Social Media,Newsletter,0,2019-03-26,2019-08-06
C0403,Female,66,Single,Bachelor,66529,9619,Social Media,New Product,1,2019-09-05,2020-02-10
C0404,Female,34,Married,Bachelor,75015,13834,Social Media,Loyalty Program,0,2022-12-26,2023-04-12
C0405,Male,60,Single,Bachelor,54202,9292,Email,Loyalty Program,0,2020-07-21,2021-03-03
C0406,Female,38,Married,Master,28862,3842,Web Ads,Loyalty Program,1,2020-11-14,2021-03-04
C0407,Male,45,Divorced,High School,53473,6733,Social Media,Discount,0,2020-10-05,2021-05-20
C0408,Male,48,Divorced,Bachelor,71595,9060,Email,New Product,1,2020-04-23,2021-01-16
C0409,Female,41,Married,Master,70538,11838,Email,New Product,0,2020-12-13,2021-01-02
C0410,Male,59,Married,Bachelor,80140,14387,Social Media,Discount,0,2020-01-03,2020-03-11
C0411,Male,40,Single,Bachelor,54047,7585,Email,Discount,1,2019-12-23,2020-09-07
C0412,Female,70,Single,PhD,83713,20404,Email,Loyalty Program,0,2020-02-12,2020-07-10
C0413,Female,57,Married,High School,62776,4191,Social Media,New Product,0,2022-09-30,2023-09-09
C0414,Female,39,Married,High School,69066,8247,Social Media,Discount,0,2019-06-28,2019-08-14
C0415,Female,48,Divorced,Bachelor,73554,9842,Social Media,Loyalty Program,0,2022-12-19,2023-04-29
C0416,Male,70,Single,High School,39275,2096,Phone,Newsletter,1,2023-01-06,2023-03-21
C0417,Male,23,Divorced,PhD,44926,5525,Email,New Product,1,2022-08-22,2023-01-24
C0418,Male,26,Married,High School,44428,4653,Web Ads,Discount,1,2020-01-02,2020-11-08
C0419,Female,47,Married,Master,76083,11504,Email,Newsletter,0,2021-11-25,2022-04-08
C0420,Female,47,Single,Master,55418,6499,Phone,Newsletter,0,2020-04-07,2021-02-22
C0421,Female,23,Single,High School,90413,17651,Email,Discount,0,2021-04-07,2021-10-24
C0422,Female,41,Married,Bachelor,60050,9126,Web Ads,Discount,1,2022-03-15,2022-12-12
C0423,Male,31,Married,High School,37929,2880,Social Media,New Product,0,2019-05-26,2020-03-26
C0424,Female,64,Single,Bachelor,49913,9983,Email,Loyalty Program,0,2020-01-15,2020-07-24
C0425,Male,22,Married,High School,61760,4313,Social Media,Discount,1,2019-06-17,2019-12-02
C0426,Female,41,Married,Master,67727,14751,Email,New Product,0,2022-07-22,2023-07-19
C0427,Male,63,Married,PhD,45227,10686,Phone,New Product,0,2019-03-28,2020-02-08
C0428,Female,21,Divorced,High School,68527,7845,Phone,Newsletter,0,2019-06-03,2020-03-25
C0429,Male,43,Single,High School,72533,17061,Email,New Product,0,2020-05-11,2020-10-29
C0430,Male,53,Single,Master,50385,10510,Social Media,New Product,0,2019-11-11,2020-08-09
C0431,Male,46,Married,High School,89537,20995,Email,Newsletter,0,2020-12-23,2021-08-06
C0432,Female,60,Married,Master,52010,9531,Phone,Discount,0,2022-07-21,2023-01-27
C0433,Female,20,Single,Bachelor,45001,4370,Social Media,Discount,0,2021-02-02,2021-05-13
C0434,Male,27,Single,Bachelor,37061,8483,Social Media,Loyalty Program,0,2019-09-19,2019-10-15
C0435,Male,42,Married,Master,78309,6801,Web Ads,Discount,0,2020-05-01,2020-09-12
C0436,Female,57,Single,Bachelor,60343,5588,Email,Loyalty Program,0,2020-03-29,2020-12-23
C0437,Male,25,Single,Master,52810,5503,Web Ads,Discount,0,2020-03-18,2021-03-17
C0438,Female,41,Single,Master,37887,4199,Social Media,Discount,0,2022-07-09,2023-02-17
C0439,Female,44,Single,High School,54161,8280,Email,Newsletter,0,2020-06-26,2021-03-01
C0440,Male,37,Married,High School,95721,18444,Social Media,New Product,0,2022-02-02,2022-08-10
C0441,Male,36,Married,PhD,27832,6547,Phone,Loyalty Program,0,2019-12-16,2020-06-14
C0442,Female,31,Married,Master,50525,3419,Social Media,Discount,0,2021-04-03,2021-09-02
C0443,Male,25,Single,High School,86891,20929,Email,Discount,0,2020-03-13,2021-02-02
C0444,Male,45,Single,Master,78734,18444,Email,Loyalty Program,0,2019-06-18,2020-02-26
C0445,Female,46,Married,Bachelor,51440,3127,Phone,Discount,0,2022-09-28,2023-05-27
C0446,Female,27,Married,High School,63053,7696,Social Media,New Product,1,2022-06-07,2022-12-05
C0447,Female,38,Married,Master,66944,14234,Social Media,Discount,1,2019-01-23,2019-11-05
C0448,Female,61,Single,High School,62007,10684,Email,Discount,0,2021-09-14,2021-12-09
C0449,Male,20,Divorced,Master,86766,17858,Web Ads,Loyalty Program,0,2020-11-06,2021-09-14
C0450,Male,48,Single,High School,65096,12616,Web Ads,Loyalty Program,1,2019-10-08,2020-09-12
C0451,Female,64,Married,Bachelor,77032,11505,Email,Loyalty Program,0,2020-12-22,2021-02-18
C0452,Female,68,Married,High School,62723,3653,Email,Loyalty Program,0,2019-09-10,2020-05-24
C0453,Male,54,Married,Bachelor,29514,4924,Web Ads,New Product,0,2020-02-08,2020-11-26
C0454,Female,59,Single,Bachelor,42113,2514,Web Ads,New Product,0,2019-05-13,2020-03-04
C0455,Male,33,Married,High School,45226,7722,Social Media,Loyalty Program,1,2022-07-21,2022-08-31
C0456,Female,54,Married,Bachelor,56260,11819,Web Ads,Discount,0,2020-09-09,2021-02-23
C0457,Male,67,Single,Bachelor,91176,15226,Social Media,Discount,0,2019-08-20,2019-09-16
C0458,Female,64,Single,High School,65436,16320,Email,Newsletter,1,2020-06-28,2020-09-08
C0459,Male,39,Single,Master,58413,8246,Phone,Discount,0,2019-03-20,2019-08-04
C0460,Male,68,Married,Bachelor,78578,15697,Social Media,Discount,0,2021-11-24,2021-12-19
C0461,Male,32,Single,Bachelor,38221,7011,Web Ads,New Product,0,2020-05-09,2020-10-28
C0462,Female,57,Divorced,Bachelor,52654,13073,Email,Loyalty Program,0,2022-02-07,2022-10-25
C0463,Female,68,Married,Bachelor,50440,9716,Social Media,New Product,0,2022-09-06,2023-01-30
C0464,Female,65,Divorced,High School,65970,5462,Phone,Discount,1,2019-11-24,2020-10-16
C0465,Female,68,Divorced,Bachelor,73437,17705,Social Media,Newsletter,0,2021-08-24,2022-06-24
C0466,Male,27,Married,Bachelor,67072,12311,Social Media,Loyalty Program,0,2020-11-20,2021-05-27
C0467,Male,62,Single,Master,67309,4164,Web Ads,Loyalty Program,0,2020-01-19,2020-09-13
C0468,Female,39,Single,Master,54583,9907,Social Media,Discount,0,2022-10-19,2023-04-26
C0469,Male,52,Single,Bachelor,64811,14687,Social Media,Discount,0,2022-06-09,2022-08-29
C0470,Female,45,Married,High School,47402,7840,Web Ads,Discount,0,2022-12-08,2023-10-31
C0471,Male,58,Single,High School,70112,8469,Email,Discount,0,2022-08-10,2022-11-10
C0472,Female,40,Single,High School,52490,11242,Web Ads,Discount,1,2020-06-30,2020-11-22
C0473,Male,68,Married,High School,43177,8916,Phone,Discount,0,2022-04-12,2022-11-25
C0474,Female,61,Divorced,Bachelor,60567,9620,Social Media,New Product,0,2020-01-27,2020-05-24
C0475,Female,62,Single,High School,31303,2531,Social Media,Loyalty Program,0,2022-01-30,2022-06-07
C0476,Female,60,Single,High School,82115,8227,Web Ads,Loyalty Program,0,2022-08-09,2022-09-05
C0477,Male,28,Single,High School,71956,14225,Email,Discount,0,2022-01-13,2022-12-20
C0478,Female,43,Divorced,High School,65054,13740,Social Media,New Product,0,2021-06-27,2021-12-07
C0479,Female,56,Married,High School,35644,3773,Social Media,Discount,0,2022-05-09,2022-05-29
C0480,Female,68,Single,High School,49497,6117,Email,New Product,0,2020-11-15,2021-04-11
C0481,Female,60,Single,Bachelor,60608,3971,Social Media,New Product,0,2020-06-24,2020-09-03
C0482,Female,36,Single,Bachelor,56053,10800,Web Ads,New Product,1,2019-10-24,2020-01-12
C0483,Female,43,Single,High School,34671,1758,Web Ads,Newsletter,0,2019-02-25,2019-05-06
C0484,Female,40,Divorced,Bachelor,40253,2387,Social Media,Loyalty Program,0,2023-02-04,2023-06-25
C0485,Female,70,Married,Bachelor,55753,2836,Social Media,New Product,0,2021-11-05,2022-01-14
C0486,Female,58,Married,High School,40750,7296,Phone,Newsletter,0,2019-03-07,2019-12-10
C0487,Male,60,Married,High School,80570,10754,Email,Loyalty Program,0,2021-08-15,2021-09-05
C0488,Male,58,Single,Bachelor,67418,7382,Web Ads,Loyalty Program,1,2023-02-04,2023-03-20
C0489,Female,32,Married,Bachelor,47948,11149,Web Ads,New Product,1,2021-11-12,2022-01-11
C0490,Female,30,Married,High School,77537,6866,Web Ads,New Product,0,2020-12-02,2021-01-23
C0491,Female,65,Single,High School,74515,9528,Social Media,Loyalty Program,0,2021-01-29,2021-09-23
C0492,Female,38,Married,Master,64334,15315,Social Media,Discount,0,2020-04-30,2020-08-28
C0493,Male,30,Single,High School,59406,8044,Email,Loyalty Program,0,2022-12-09,2023-11-05
C0494,Male,32,Single,High School,55522,8935,Social Media,Newsletter,0,2021-03-31,2021-04-24
C0495,Female,65,Single,Master,51900,3428,Social Media,Loyalty Program,0,2021-06-06,2021-12-09
C0496,Male,64,Married,Master,39948,8310,Web Ads,Discount,0,2022-08-21,2023-02-08
C0497,Female,20,Married,Bachelor,82924,11157,Web Ads,Discount,1,2019-06-26,2019-08-13
C0498,Male,59,Divorced,Bachelor,52192,10965,Web Ads,Loyalty Program,0,2019-07-14,2019-08-18
C0499,Female,63,Married,High School,60423,6088,Web Ads,Newsletter,0,2021-11-02,2022-03-03
C0500,Female,38,Married,High School,46346,6233,Email,Discount,0,2021-05-25,2021-07-24
C0501,Female,31,Married,Bachelor,56108,11631,Social Media,Loyalty Program,1,2019-06-15,2019-09-30
C0502,Female,27,Single,High School,102761,25153,Email,Newsletter,0,2022-03-19,2022-09-14
C0503,Male,27,Married,Bachelor,49110,3041,Email,Discount,0,2022-09-26,2022-11-30
C0504,Female,64,Single,Master,81728,17366,Social Media,Loyalty Program,0,2020-07-10,2021-02-25
C0505,Female,31,Married,PhD,59582,6562,Phone,Discount,1,2022-04-12,2023-03-12
C0506,Male,67,Divorced,High School,70199,11242,Phone,New Product,0,2019-06-16,2019-11-18
C0507,Female,52,Single,Bachelor,78668,8497,Email,New Product,0,2020-12-09,2021-09-04
C0508,Female,64,Married,Bachelor,64084,11066,Email,Loyalty Program,0,2020-12-18,2021-05-05
C0509,Female,45,Married,Master,54724,6608,Email,Loyalty Program,0,2019-04-07,2019-06-05
C0510,Female,58,Married,High School,57208,6677,Email,New Product,1,2020-11-09,2021-10-24
C0511,Female,47,Single,High School,57713,3323,Email,Newsletter,0,2020-02-08,2021-01-08
C0512,Male,24,Single,High School,87965,6983,Phone,Loyalty Program,0,2022-01-05,2022-02-03
C0513,Female,27,Single,Bachelor,37738,8808,Web Ads,Loyalty Program,0,2022-06-14,2022-12-14
C0514,Female,44,Single,Bachelor,33439,8348,Social Media,New Product,1,2019-10-18,2020-08-05
C0515,Male,46,Single,Master,34439,7098,Phone,Discount,0,2019-05-16,2019-06-20
C0516,Male,65,Married,Bachelor,46591,5002,Email,New Product,0,2021-06-07,2021-11-23
C0517,Male,42,Single,High School,70501,9199,Web Ads,Newsletter,0,2021-05-30,2021-06-18
C0518,Female,49,Married,Bachelor,71421,14134,Social Media,Discount,0,2020-01-02,2020-04-02
C0519,Female,64,Married,High School,50887,12401,Web Ads,Newsletter,0,2020-07-01,2021-03-23
C0520,Male,66,Married,Master,59572,8405,Web Ads,Loyalty Program,0,2021-06-20,2021-10-12
C0521,Female,42,Married,Master,43255,9338,Web Ads,Loyalty Program,0,2019-09-05,2020-02-01
C0522,Male,68,Married,PhD,44646,10938,Email,Loyalty Program,1,2021-02-04,2021-09-03
C0523,Female,66,Divorced,Master,68698,15436,Phone,New Product,0,2022-05-22,2023-05-10
C0524,Female,39,Single,High School,75715,7225,Email,Loyalty Program,0,2019-03-11,2019-04-13
C0525,Female,37,Single,High School,52847,2727,Email,New Product,0,2021-01-15,2021-03-11
C0526,Female,37,Married,Bachelor,84525,12544,Email,Loyalty Program,0,2021-09-22,2022-05-06
C0527,Male,21,Single,Master,74484,11639,Web Ads,Loyalty Program,0,2019-11-25,2020-01-28
C0528,Male,23,Single,High School,83875,7569,Web Ads,Loyalty Program,0,2021-11-05,2022-01-31
C0529,Male,49,Single,High School,55485,5933,Email,Loyalty Program,0,2022-04-12,2022-09-27
C0530,Female,52,Single,Master,82810,16812,Social Media,Discount,1,2020-11-29,2021-11-17
C0531,Female,55,Married,High School,92693,13354,Web Ads,Discount,0,2021-03-16,2021-12-22
C0532,Female,37,Single,Bachelor,53812,6106,Social Media,Loyalty Program,0,2019-10-01,2020-03-06
C0533,Female,56,Married,Bachelor,57687,10067,Social Media,Discount,1,2020-06-07,2020-07-24
C0534,Female,38,Married,High School,45784,8266,Social Media,New Product,0,2019-08-07,2019-12-05
C0535,Female,66,Married,High School,42836,8733,Phone,New Product,0,2021-10-20,2021-11-13
C0536,Female,47,Married,Master,43011,3498,Social Media,Discount,0,2020-05-27,2020-08-22
C0537,Female,59,Married,Bachelor,47828,9484,Phone,Discount,0,2022-11-23,2023-02-16
C0538,Male,39,Single,PhD,64121,10893,Social Media,Loyalty Program,1,2022-02-08,2023-01-11
C0539,Female,68,Married,Bachelor,48462,2981,Email,New Product,0,2020-04-08,2021-01-17
C0540,Male,52,Married,High School,63662,13081,Social Media,New Product,0,2022-01-21,2022-08-15
C0541,Female,31,Married,Master,63972,8099,Email,Newsletter,0,2020-03-26,2020-11-09
C0542,Female,70,Married,Bachelor,52948,6146,Social Media,Discount,1,2022-11-20,2023-01-31
C0543,Male,34,Single,High School,59060,8245,Email,Discount,0,2021-07-12,2021-08-22
C0544,Female,60,Married,Master,52081,6209,Web Ads,Loyalty Program,1,2021-07-21,2022-03-20
C0545,Female,58,Married,High School,55338,6510,Social Media,Loyalty Program,0,2020-04-23,2020-08-20
C0546,Male,21,Single,High School,47867,10129,Phone,New Product,0,2019-11-12,2020-05-04
C0547,Male,48,Married,High School,61261,4588,Web Ads,Newsletter,0,2020-11-01,2021-05-23
C0548,Female,60,Single,Bachelor,50991,12447,Web Ads,Newsletter,0,2020-11-28,2020-12-14
C0549,Female,29,Single,Bachelor,42509,6843,Web Ads,Discount,0,2021-09-19,2022-02-14
C0550,Female,21,Single,Bachelor,68901,5965,Social Media,Discount,1,2022-10-08,2023-09-25
C0551,Female,70,Single,Master,69409,5291,Email,Loyalty Program,0,2021-02-06,2021-11-29
C0552,Female,30,Married,Master,76675,12904,Web Ads,Discount,0,2022-06-16,2023-04-22
C0553,Female,32,Single,High School,44634,7882,Web Ads,Discount,0,2022-02-01,2022-04-07
C0554,Female,29,Divorced,High School,52786,3199,Web Ads,Loyalty Program,0,2021-06-25,2021-12-11
C0555,Female,33,Married,High School,63457,6256,Phone,New Product,1,2021-05-27,2021-11-01
C0556,Male,37,Single,High School,52469,10970,Social Media,New Product,0,2021-11-18,2022-09-10
C0557,Male,70,Married,Bachelor,68563,4108,Email,Discount,0,2019-03-30,2019-12-21
C0558,Male,28,Married,Master,67468,14911,Phone,Loyalty Program,0,2020-01-10,2020-06-06
C0559,Female,58,Married,Master,67189,12203,Email,New Product,0,2022-11-21,2023-11-14
C0560,Female,47,Single,High School,81895,11210,Email,Discount,0,2019-12-30,2020-11-27
C0561,Female,22,Married,Bachelor,69661,8309,Social Media,Discount,0,2019-05-27,2020-03-23
C0562,Male,39,Married,Bachelor,62308,3355,Social Media,New Product,0,2019-11-10,2020-10-19
C0563,Male,25,Single,High School,57096,12278,Email,Newsletter,0,2020-07-01,2021-01-13
C0564,Male,46,Single,Bachelor,58142,4566,Web Ads,Newsletter,0,2021-03-06,2022-02-01
C0565,Male,21,Married,PhD,44036,4927,Web Ads,Discount,0,2023-01-15,2023-07-27
C0566,Female,48,Single,Bachelor,33514,5490,Phone,Loyalty Program,0,2021-06-17,2022-04-29
C0567,Male,57,Married,Master,66956,6641,Social Media,Loyalty Program,0,2019-04-11,2020-01-07
C0568,Male,22,Single,Bachelor,78354,11708,Web Ads,Loyalty Program,0,2019-04-17,2020-03-01
C0569,Female,35,Divorced,High School,55048,11662,Email,New Product,1,2021-05-06,2022-04-24
C0570,Male,49,Married,Bachelor,83806,12077,Phone,Discount,0,2021-07-25,2021-12-26
C0571,Female,59,Single,High School,57352,13752,Email,Loyalty Program,0,2019-10-18,2020-07-14
C0572,Female,21,Single,High School,30693,6737,Social Media,Discount,0,2022-10-04,2022-10-15
C0573,Male,36,Married,Bachelor,73773,8602,Social Media,Discount,1,2020-09-08,2021-07-28
C0574,Female,60,Married,Master,52810,6864,Phone,New Product,0,2020-08-10,2020-08-31
C0575,Female,31,Married,Bachelor,75131,10117,Email,Newsletter,1,2022-06-04,2023-03-01
C0576,Female,54,Single,Bachelor,40837,7156,Email,Discount,0,2020-08-18,2021-02-12
C0577,Male,62,Single,Master,66180,7105,Social Media,New Product,0,2021-09-03,2022-02-07
C0578,Female,20,Single,Master,47993,11703,Social Media,Discount,0,2021-12-09,2022-07-06
